timestamp,frame_id,object_id,region,speed_kmph
2025-05-05 13:35:23.990122,1,1,[],0.0
2025-05-05 13:35:23.992134,1,2,[],0.0
2025-05-05 13:35:23.993071,1,3,[],0.0
2025-05-05 13:35:23.994112,1,4,[],0.0
2025-05-05 13:35:24.397855,2,2,[],25.518560987901704
2025-05-05 13:35:27.570099,7,17,[],0.0
2025-05-05 13:35:27.571152,7,2,[],25.474525474525475
2025-05-05 13:35:28.086568,8,2,[],20.87171070507111
2025-05-05 13:35:28.790812,9,2,[],10.596005712086127
2025-05-05 13:35:29.207002,10,2,[],1.4985014985014986
2025-05-05 13:35:29.208000,10,25,[],0.0
2025-05-05 13:35:29.208000,10,26,[],0.0
2025-05-05 13:35:29.208000,10,27,[],0.0
2025-05-05 13:35:29.828467,11,2,[],6.701502430069301
2025-05-05 13:35:29.829455,11,25,[],2.1192011424172255
2025-05-05 13:35:29.829455,11,26,[],5.402923989206777
2025-05-05 13:35:29.832476,11,27,[],2.997002997002997
2025-05-05 13:35:31.535267,14,17,[],112.82631658789852
2025-05-05 13:35:31.536356,14,2,[],2.1192011424172255
2025-05-05 13:35:31.536356,14,25,[],7.492507492507492
2025-05-05 13:35:31.537346,14,27,[],4.738677812440129
2025-05-05 13:35:32.233968,15,2,[],7.492507492507492
2025-05-05 13:35:32.233968,15,27,[],1.4985014985014986
2025-05-05 13:35:32.782507,16,2,[],6.701502430069301
2025-05-05 13:35:33.156442,17,2,[],1.4985014985014986
2025-05-05 13:35:33.158438,17,44,[],0.0
2025-05-05 13:35:33.806013,18,2,[],3.3507512150346503
2025-05-05 13:35:33.807023,18,44,[],13.486513486513486
2025-05-05 13:35:34.311158,19,26,[],12.803202415560737
2025-05-05 13:35:34.819795,20,26,[],18.044347520667777
2025-05-05 13:35:34.820409,20,17,[],109.75948098239753
2025-05-05 13:35:35.281068,21,26,[],36.02641942109283
2025-05-05 13:35:35.978119,22,17,[],136.05865489889513
2025-05-05 13:35:36.502977,23,17,[],8.069677533168587
2025-05-05 13:35:44.088818,37,94,[],0.0
2025-05-05 13:35:44.612040,38,97,[],0.0
2025-05-05 13:35:45.717299,40,103,[],0.0
2025-05-05 13:35:46.144898,41,103,[],68.9961904089191
2025-05-05 13:35:46.534214,42,103,[],55.74747823497985
2025-05-05 13:35:47.002329,43,103,[],19.190182529768776
2025-05-05 13:35:47.476875,44,103,[],24.713919833872094
2025-05-05 13:35:47.868866,45,103,[],17.08554583065641
2025-05-05 13:35:48.261193,46,103,[],44.55365258936615
2025-05-05 13:35:48.603065,47,103,[],19.48051948051948
2025-05-05 13:35:48.604066,47,27,[],18.106462497893965
2025-05-05 13:35:48.935494,48,103,[],14.985014985014985
2025-05-05 13:35:48.936484,48,137,[],0.0
2025-05-05 13:35:48.937518,48,27,[],22.873632651059562
2025-05-05 13:35:49.262734,49,103,[],10.805847978413555
2025-05-05 13:35:49.615753,50,103,[],6.1784799584680234
2025-05-05 13:35:49.975732,51,103,[],16.208771967620333
2025-05-05 13:35:50.316198,52,103,[],4.738677812440129
2025-05-05 13:35:50.316198,52,160,[],0.0
2025-05-05 13:35:50.804913,53,103,[],5.402923989206777
2025-05-05 13:35:50.805920,53,161,[],0.0
2025-05-05 13:35:51.230093,54,103,[],9.477355624880259
2025-05-05 13:35:51.231098,54,162,[],0.0
2025-05-05 13:35:51.647107,55,103,[],12.71520685450335
2025-05-05 13:35:52.048552,56,103,[],6.1784799584680234
2025-05-05 13:35:52.507828,57,103,[],5.402923989206777
2025-05-05 13:35:52.898618,58,103,[],6.701502430069301
2025-05-05 13:35:53.221144,59,103,[],4.238402284834451
2025-05-05 13:35:53.707118,60,103,[],7.640888382007169
2025-05-05 13:35:54.145792,61,103,[],3.3507512150346503
2025-05-05 13:35:54.497399,62,103,[],8.737690152115835
2025-05-05 13:35:54.968549,63,103,[],10.052253645103951
2025-05-05 13:35:55.518250,64,103,[],8.991008991008991
2025-05-05 13:35:56.021608,65,160,[],20.104507290207902
2025-05-05 13:35:56.485591,66,182,[],0.0
2025-05-05 13:35:56.486600,66,161,[],24.022806506315785
2025-05-05 13:35:56.910600,67,187,[],0.0
2025-05-05 13:35:57.379612,68,188,[],0.0
2025-05-05 13:35:57.913496,69,97,[],38.96103896103896
2025-05-05 13:35:58.333553,70,137,[],72.37932872567426
2025-05-05 13:35:58.843365,71,161,[],83.23093352846443
2025-05-05 13:35:59.416939,72,161,[],124.65515090760493
2025-05-05 13:36:00.032352,73,161,[],97.69034573230742
2025-05-05 13:36:00.032352,73,222,[],0.0
2025-05-05 13:36:00.516527,74,222,[],15.059753678003332
2025-05-05 13:36:00.517582,74,225,[],0.0
2025-05-05 13:36:01.071320,75,222,[],8.991008991008991
2025-05-05 13:36:01.072297,75,225,[],1.4985014985014986
2025-05-05 13:36:01.653712,76,222,[],10.596005712086127
2025-05-05 13:36:01.653712,76,225,[],0.0
2025-05-05 13:36:02.238110,77,225,[],1.4985014985014986
2025-05-05 13:36:02.238110,77,231,[],0.0
2025-05-05 13:36:02.723809,78,225,[],0.0
2025-05-05 13:36:02.724597,78,231,[],0.0
2025-05-05 13:36:02.725314,78,235,[],0.0
2025-05-05 13:36:03.103546,79,225,[],0.0
2025-05-05 13:36:03.104110,79,231,[],0.0
2025-05-05 13:36:03.104691,79,235,[],2.997002997002997
2025-05-05 13:36:03.490706,80,225,[],0.0
2025-05-05 13:36:03.491703,80,231,[],1.4985014985014986
2025-05-05 13:36:03.492703,80,235,[],1.4985014985014986
2025-05-05 13:36:03.992883,81,225,[],1.4985014985014986
2025-05-05 13:36:03.993895,81,231,[],3.3507512150346503
2025-05-05 13:36:03.994880,81,97,[],47.030034444980664
2025-05-05 13:36:04.539225,82,225,[],1.4985014985014986
2025-05-05 13:36:04.539225,82,231,[],2.1192011424172255
2025-05-05 13:36:04.972300,83,225,[],1.4985014985014986
2025-05-05 13:36:04.972300,83,231,[],2.997002997002997
2025-05-05 13:36:04.972300,83,137,[],57.35562200500891
2025-05-05 13:36:05.460914,84,225,[],1.4985014985014986
2025-05-05 13:36:05.461894,84,231,[],0.0
2025-05-05 13:36:05.461894,84,137,[],10.805847978413555
2025-05-05 13:36:06.046405,85,225,[],1.4985014985014986
2025-05-05 13:36:06.047352,85,231,[],0.0
2025-05-05 13:36:06.047352,85,137,[],4.738677812440129
2025-05-05 13:36:06.048351,85,160,[],73.44186266639069
2025-05-05 13:36:06.581522,86,225,[],2.1192011424172255
2025-05-05 13:36:06.581522,86,137,[],2.1192011424172255
2025-05-05 13:36:07.139911,87,225,[],0.0
2025-05-05 13:36:07.140829,87,137,[],1.4985014985014986
2025-05-05 13:36:07.140829,87,97,[],31.289629896834818
2025-05-05 13:36:07.142913,87,160,[],52.639864346404494
2025-05-05 13:36:07.654631,88,225,[],2.1192011424172255
2025-05-05 13:36:07.655640,88,137,[],5.402923989206777
2025-05-05 13:36:07.656640,88,97,[],61.43856143856144
2025-05-05 13:36:08.177894,89,225,[],0.0
2025-05-05 13:36:08.178901,89,137,[],0.0
2025-05-05 13:36:08.179890,89,97,[],33.170744687080905
2025-05-05 13:36:08.180898,89,268,[],0.0
2025-05-05 13:36:08.740245,90,225,[],0.0
2025-05-05 13:36:08.741267,90,137,[],1.4985014985014986
2025-05-05 13:36:08.741267,90,97,[],18.535439875404066
2025-05-05 13:36:08.742162,90,268,[],2.997002997002997
2025-05-05 13:36:08.742162,90,275,[],0.0
2025-05-05 13:36:09.343403,91,225,[],3.3507512150346503
2025-05-05 13:36:09.344396,91,137,[],5.402923989206777
2025-05-05 13:36:09.345319,91,97,[],2.997002997002997
2025-05-05 13:36:09.346320,91,268,[],5.994005994005994
2025-05-05 13:36:09.347381,91,275,[],8.737690152115835
2025-05-05 13:36:09.349410,91,188,[],31.858578859344608
2025-05-05 13:36:09.351321,91,231,[],4.238402284834451
2025-05-05 13:36:09.857744,92,225,[],4.738677812440129
2025-05-05 13:36:09.858799,92,137,[],2.1192011424172255
2025-05-05 13:36:09.860741,92,97,[],12.803202415560737
2025-05-05 13:36:09.860741,92,268,[],10.909255578342435
2025-05-05 13:36:09.862743,92,275,[],6.701502430069301
2025-05-05 13:36:09.864844,92,285,[],0.0
2025-05-05 13:36:09.865825,92,188,[],36.58308376343767
2025-05-05 13:36:09.867823,92,231,[],5.994005994005994
2025-05-05 13:36:10.422057,93,225,[],8.737690152115835
2025-05-05 13:36:10.423052,93,137,[],18.106462497893965
2025-05-05 13:36:10.424050,93,97,[],29.857430836919992
2025-05-05 13:36:10.425054,93,268,[],12.081305317130694
2025-05-05 13:36:10.426055,93,275,[],13.569508199007117
2025-05-05 13:36:10.426055,93,285,[],6.1784799584680234
2025-05-05 13:36:10.427054,93,188,[],42.41050458966505
2025-05-05 13:36:10.427054,93,292,[],0.0
2025-05-05 13:36:10.915244,94,225,[],16.208771967620333
2025-05-05 13:36:10.915244,94,137,[],21.297707897430413
2025-05-05 13:36:10.916231,94,97,[],44.70459707345544
2025-05-05 13:36:10.919253,94,268,[],3.3507512150346503
2025-05-05 13:36:10.920249,94,188,[],2.997002997002997
2025-05-05 13:36:11.450536,95,225,[],20.381823939164004
2025-05-05 13:36:11.450536,95,137,[],23.40734168603393
2025-05-05 13:36:11.452312,95,97,[],70.19004053125097
2025-05-05 13:36:11.452312,95,268,[],3.3507512150346503
2025-05-05 13:36:11.453335,95,188,[],30.74668011291188
2025-05-05 13:36:11.454348,95,300,[],0.0
2025-05-05 13:36:11.454348,95,160,[],50.014942861973935
2025-05-05 13:36:11.455331,95,292,[],21.81851115668487
2025-05-05 13:36:12.032219,96,225,[],27.014619946033886
2025-05-05 13:36:12.032957,96,137,[],31.858578859344608
2025-05-05 13:36:12.033662,96,268,[],10.596005712086127
2025-05-05 13:36:12.034312,96,300,[],34.49809520445955
2025-05-05 13:36:12.035123,96,292,[],14.136834863221683
2025-05-05 13:36:12.035634,96,285,[],18.77616995925325
2025-05-05 13:36:12.464844,97,225,[],15.428017194286216
2025-05-05 13:36:12.466854,97,137,[],53.02239564321917
2025-05-05 13:36:12.467885,97,268,[],19.709709947001855
2025-05-05 13:36:12.467885,97,292,[],13.815501184754575
2025-05-05 13:36:12.468885,97,285,[],27.34508630004195
2025-05-05 13:36:12.970029,98,137,[],61.145471817492
2025-05-05 13:36:12.970029,98,268,[],24.39383705709247
2025-05-05 13:36:12.971029,98,187,[],10.596005712086127
2025-05-05 13:36:13.300453,99,137,[],55.68702550268345
2025-05-05 13:36:13.301536,99,268,[],12.081305317130694
2025-05-05 13:36:13.301536,99,292,[],16.953609139337804
2025-05-05 13:36:13.834067,100,137,[],17.47538030423167
2025-05-05 13:36:13.834067,100,336,[],0.0
2025-05-05 13:36:13.835991,100,300,[],13.569508199007117
2025-05-05 13:36:14.293467,101,137,[],45.84533029204303
2025-05-05 13:36:14.294476,101,336,[],7.640888382007169
2025-05-05 13:36:14.295551,101,348,[],0.0
2025-05-05 13:36:14.296553,101,300,[],1.4985014985014986
2025-05-05 13:36:14.764015,102,300,[],6.1784799584680234
2025-05-05 13:36:15.197158,103,160,[],70.57289813776194
2025-05-05 13:36:15.199070,103,137,[],102.91771129086578
2025-05-05 13:36:15.200023,103,336,[],8.069677533168587
2025-05-05 13:36:15.802253,104,336,[],21.192011424172254
2025-05-05 13:36:16.346110,105,381,[],0.0
2025-05-05 13:36:16.346110,105,275,[],108.05847978413554
2025-05-05 13:36:16.347400,105,285,[],80.78021162004129
2025-05-05 13:36:16.894853,106,381,[],15.644814948417409
2025-05-05 13:36:16.895857,106,97,[],257.47203733247176
2025-05-05 13:36:16.896857,106,268,[],55.62650707273902
2025-05-05 13:36:16.898238,106,137,[],102.88497838424699
2025-05-05 13:36:17.379830,107,381,[],11.41224741138448
2025-05-05 13:36:17.379830,107,300,[],48.325221268522775
2025-05-05 13:36:18.011378,108,268,[],42.19818533565052
2025-05-05 13:36:18.452231,109,268,[],35.36590525835948
2025-05-05 13:36:18.977650,110,268,[],45.575143833403246
2025-05-05 13:36:18.978734,110,97,[],287.2201710383009
2025-05-05 13:36:19.485072,111,268,[],46.670563943249064
2025-05-05 13:36:19.485072,111,97,[],80.22233055538965
2025-05-05 13:36:19.976297,112,268,[],33.80773478325218
2025-05-05 13:36:20.462784,113,268,[],33.27213283392785
2025-05-05 13:36:20.975174,114,268,[],23.40734168603393
2025-05-05 13:36:21.423877,115,268,[],6.701502430069301
2025-05-05 13:36:21.905752,116,268,[],7.492507492507492
2025-05-05 13:36:22.581832,117,268,[],10.052253645103951
2025-05-05 13:36:22.995273,118,268,[],9.115028766680648
2025-05-05 13:36:23.325565,119,268,[],17.539510355723717
2025-05-05 13:36:23.721044,120,268,[],37.58222638556779
2025-05-05 13:36:23.722012,120,462,[],0.0
2025-05-05 13:36:24.082041,121,268,[],46.25978733396543
2025-05-05 13:36:24.083111,121,462,[],32.069332506043
2025-05-05 13:36:24.505178,122,268,[],72.08399682800616
2025-05-05 13:36:24.506175,122,462,[],30.34234275422066
2025-05-05 13:36:24.905365,123,268,[],54.874625645156506
2025-05-05 13:36:24.906385,123,462,[],23.40734168603393
2025-05-05 13:36:25.330541,124,268,[],35.11101252905089
2025-05-05 13:36:25.331545,124,462,[],12.71520685450335
2025-05-05 13:36:25.331545,124,475,[],0.0
2025-05-05 13:36:25.333585,124,477,[],0.0
2025-05-05 13:36:25.875522,125,268,[],12.803202415560737
2025-05-05 13:36:25.876522,125,462,[],4.738677812440129
2025-05-05 13:36:25.877520,125,475,[],1.4985014985014986
2025-05-05 13:36:25.879525,125,477,[],5.402923989206777
2025-05-05 13:36:26.245487,126,268,[],2.997002997002997
2025-05-05 13:36:26.246491,126,462,[],4.738677812440129
2025-05-05 13:36:26.246491,126,475,[],4.738677812440129
2025-05-05 13:36:26.246491,126,477,[],1.4985014985014986
2025-05-05 13:36:26.246491,126,484,[],0.0
2025-05-05 13:36:26.719831,127,268,[],1.4985014985014986
2025-05-05 13:36:26.719831,127,462,[],1.4985014985014986
2025-05-05 13:36:26.720835,127,475,[],2.997002997002997
2025-05-05 13:36:26.720835,127,477,[],2.1192011424172255
2025-05-05 13:36:27.220039,128,268,[],1.4985014985014986
2025-05-05 13:36:27.220039,128,462,[],1.4985014985014986
2025-05-05 13:36:27.221038,128,475,[],0.0
2025-05-05 13:36:27.222039,128,477,[],10.48951048951049
2025-05-05 13:36:27.735228,129,268,[],1.4985014985014986
2025-05-05 13:36:27.736287,129,462,[],1.4985014985014986
2025-05-05 13:36:27.736287,129,475,[],1.4985014985014986
2025-05-05 13:36:27.737305,129,477,[],26.973026973026972
2025-05-05 13:36:28.219323,130,268,[],0.0
2025-05-05 13:36:28.220226,130,462,[],6.1784799584680234
2025-05-05 13:36:28.220226,130,475,[],2.1192011424172255
2025-05-05 13:36:28.222224,130,477,[],10.909255578342435
2025-05-05 13:36:28.599762,131,268,[],1.4985014985014986
2025-05-05 13:36:28.599762,131,462,[],2.997002997002997
2025-05-05 13:36:29.069657,132,268,[],4.738677812440129
2025-05-05 13:36:29.070737,132,462,[],3.3507512150346503
2025-05-05 13:36:29.071653,132,475,[],31.504189872570393
2025-05-05 13:36:29.697819,133,268,[],5.994005994005994
2025-05-05 13:36:29.698857,133,462,[],20.16027579481575
2025-05-05 13:36:29.699866,133,475,[],5.994005994005994
2025-05-05 13:36:29.700843,133,484,[],50.55083254775125
2025-05-05 13:36:30.200676,134,268,[],5.402923989206777
2025-05-05 13:36:30.200676,134,462,[],24.39383705709247
2025-05-05 13:36:30.200676,134,475,[],5.402923989206777
2025-05-05 13:36:30.202089,134,484,[],9.595091264884388
2025-05-05 13:36:30.694355,135,268,[],11.41224741138448
2025-05-05 13:36:30.694355,135,462,[],25.78119460652136
2025-05-05 13:36:30.695354,135,475,[],13.815501184754575
2025-05-05 13:36:31.138556,136,268,[],24.57725194833675
2025-05-05 13:36:31.138556,136,462,[],20.87171070507111
2025-05-05 13:36:31.140287,136,475,[],18.044347520667777
2025-05-05 13:36:31.638999,137,268,[],55.606319626212205
2025-05-05 13:36:31.640006,137,462,[],25.119462458901417
2025-05-05 13:36:31.640006,137,477,[],21.192011424172254
2025-05-05 13:36:32.061003,138,268,[],62.32757545380247
2025-05-05 13:36:32.062343,138,477,[],12.081305317130694
2025-05-05 13:36:32.496074,139,268,[],63.664273085658344
2025-05-05 13:36:32.497070,139,477,[],25.78119460652136
2025-05-05 13:36:32.910035,140,268,[],45.303346027465466
2025-05-05 13:36:33.202340,141,268,[],44.25021896173846
2025-05-05 13:36:33.202340,141,532,[],0.0
2025-05-05 13:36:33.599268,142,268,[],36.02641942109283
2025-05-05 13:36:33.982119,143,268,[],21.61169595682711
2025-05-05 13:36:33.983118,143,477,[],28.510935450210457
2025-05-05 13:36:34.365715,144,268,[],19.48051948051948
2025-05-05 13:36:35.587704,147,477,[],35.99524120718576
